Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemMultiPart:7, МЭ стеклянный кабель - Серый
appliedenergistics2:item.ItemMultiPart:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:11, МЭ стеклянный кабель - Синий
appliedenergistics2:item.ItemMultiPart:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:14, МЭ стеклянный кабель - Красный
appliedenergistics2:item.ItemMultiPart:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:40, МЭ умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:41, МЭ умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:42, МЭ умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:43, МЭ умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:44, МЭ умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:45, МЭ умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:46, МЭ умный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:47, МЭ умный кабель - Серый
appliedenergistics2:item.ItemMultiPart:48, МЭ умный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:51, МЭ умный кабель - Синий
appliedenergistics2:item.ItemMultiPart:52, МЭ умный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:53, МЭ умный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:54, МЭ умный кабель - Красный
appliedenergistics2:item.ItemMultiPart:55, МЭ умный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:56, МЭ умный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:540, МЭ покрытый магистральный кабель - Белый
appliedenergistics2:item.ItemMultiPart:541, МЭ покрытый магистральный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:542, МЭ покрытый магистральный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:543, МЭ покрытый магистральный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:544, МЭ покрытый магистральный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:545, МЭ покрытый магистральный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:546, МЭ покрытый магистральный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:547, МЭ покрытый магистральный кабель - Серый
appliedenergistics2:item.ItemMultiPart:548, МЭ покрытый магистральный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:549, МЭ покрытый магистральный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:550, МЭ покрытый магистральный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:551, МЭ покрытый магистральный кабель - Синий
appliedenergistics2:item.ItemMultiPart:552, МЭ покрытый магистральный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:553, МЭ покрытый магистральный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:554, МЭ покрытый магистральный кабель - Красный
appliedenergistics2:item.ItemMultiPart:555, МЭ покрытый магистральный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:556, МЭ покрытый магистральный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:560, ME Магистральный умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:561, ME Магистральный умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:562, ME Магистральный умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:563, ME Магистральный умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:564, ME Магистральный умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:565, ME Магистральный умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:566, ME Магистральный умный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:567, ME Магистральный умный кабель - Серый
appliedenergistics2:item.ItemMultiPart:568, ME Магистральный умный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:569, ME Магистральный умный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:570, ME Магистральный умный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:571, ME Магистральный умный кабель - Синий
appliedenergistics2:item.ItemMultiPart:572, ME Магистральный умный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:573, ME Магистральный умный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:574, ME Магистральный умный кабель - Красный
appliedenergistics2:item.ItemMultiPart:575, ME Магистральный умный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:576, ME Магистральный умный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:420, МЭ монитор преобразования
appliedenergistics2:item.ItemMultiPart:360, МЭ терминал создания
appliedenergistics2:item.ItemMultiPart:200, Тёмная осветительная панель
appliedenergistics2:item.ItemMultiPart:260, МЭ шина экспорта
appliedenergistics2:item.ItemMultiPart:320, МЭ плоскость формирования
appliedenergistics2:item.ItemMultiPart:301, МЭ идентифицирующая плоскость истребления
appliedenergistics2:item.ItemMultiPart:240, МЭ шина импорта
appliedenergistics2:item.ItemMultiPart:440, МЭ интерфейс
appliedenergistics2:item.ItemMultiPart:480, МЭ терминал интерфейсов
appliedenergistics2:item.ItemMultiPart:100, МЭ инвертированная шина переключения
appliedenergistics2:item.ItemMultiPart:280, МЭ излучатель уровня
appliedenergistics2:item.ItemMultiPart:160, Яркая осветительная панель
appliedenergistics2:item.ItemMultiPart:465, Туннель точка-точка - EU
appliedenergistics2:item.ItemMultiPart:470, Туннель точка-точка - GT EU
appliedenergistics2:item.ItemMultiPart:471, Туннель точка-точка - МЭ Интерфейс
appliedenergistics2:item.ItemMultiPart:462, Туннель точка-точка - Предмет
appliedenergistics2:item.ItemMultiPart:467, Туннель точка-точка - Свет
appliedenergistics2:item.ItemMultiPart:463, Туннель точка-точка - Жидкость
appliedenergistics2:item.ItemMultiPart:460, Туннель точка-точка - МЭ
appliedenergistics2:item.ItemMultiPart:466, Туннель точка-точка - RF
appliedenergistics2:item.ItemMultiPart:461, Туннель точка-точка - Красный камень
appliedenergistics2:item.ItemMultiPart:340, МЭ терминал шаблонов
appliedenergistics2:item.ItemMultiPart:500, МЭ Терминал шаблона производства
appliedenergistics2:item.ItemMultiPart:140, Кварцевое волокно
appliedenergistics2:item.ItemMultiPart:180, Осветительная панель
appliedenergistics2:item.ItemMultiPart:220, МЭ шина хранения
appliedenergistics2:item.ItemMultiPart:400, МЭ монитор хранения
appliedenergistics2:item.ItemMultiPart:380, МЭ терминал
appliedenergistics2:item.ItemMultiPart:80, МЭ шина переключения
ForbiddenMagic:NetherShard:0, Осколок гнева
ForbiddenMagic:NetherShard:1, Осколок зависти
ForbiddenMagic:NetherShard:2, Осколок заразы
ForbiddenMagic:NetherShard:3, Осколок гордости
ForbiddenMagic:NetherShard:4, Осколок страсти
ForbiddenMagic:NetherShard:5, Осколок лени
ForbiddenMagic:NetherShard:6, Осколок жадности
ForbiddenMagic:GluttonyShard, Осколок прожорливости
ForbiddenMagic:TaintShovel, Лопата очистителя
ForbiddenMagic:TaintPickaxe, Кирка искажения
ForbiddenMagic:ArcaneCakeItem, Таумический торт
ForbiddenMagic:SkullAxe, Топор собирателя черепов
ForbiddenMagic:MorphPickaxe, Хамелеоновая кирка
ForbiddenMagic:MorphSword, Хамелеоновый меч
ForbiddenMagic:MorphShovel, Хамелеоновая лопата
ForbiddenMagic:MorphAxe, Хамелеоновый топор
ForbiddenMagic:MobCrystal, Отпечатанный кристалл (%s)
ForbiddenMagic:DiabolistFork, Адские вилы
ForbiddenMagic:WandCores:0, Заражённый стержень
ForbiddenMagic:WandCores:1, Адский стержень
ForbiddenMagic:WandCores:2, Древний стержень
ForbiddenMagic:WandCores:3, Кровавый стержень
ForbiddenMagic:WandCores:4, Стержень из ведьминой древесины
ForbiddenMagic:WandCores:5, Profane Rod
ForbiddenMagic:WandCores:6, Инертный кровавый стержень
ForbiddenMagic:WandCores:7, Стержень из живой древесины
ForbiddenMagic:WandCores:8, Бездействующий стержень из живой древесины
ForbiddenMagic:WandCores:9, Кровавое ядро посоха
ForbiddenMagic:WandCores:10, Ядро посоха из ведьминой древесины
ForbiddenMagic:WandCores:11, Стержень из древесины мечтаний
ForbiddenMagic:WandCores:12, Бездействующий стержень из древесины мечтаний
ForbiddenMagic:WandCores:13, Ядро посоха из древесины мечтаний
ForbiddenMagic:WandCores:72, Покрытый таум-металлом заражённый жезл
ForbiddenMagic:WandCores:72, Покрытый таум-металлом адский жезл
ForbiddenMagic:WandCores:2000, Обитый орихалком космически нейтронный жезл
ForbiddenMagic:WandCores:2000, Обитый орихалком космически нейтронный посох
ForbiddenMagic:WandCores:36, Обитый железом нечестивый жезл
ForbiddenMagic:WandCores:84, Алхимически коронованный кровавый жезл
ForbiddenMagic:WandCores:168, Алхимически коронованный кровавый посох
ForbiddenMagic:WandCores:84, Обитый манасталью живодревесный жезл
ForbiddenMagic:WandCores:84, Поцелованный элементием мечтодревесный жезл
ForbiddenMagic:WandCores:144, Поцелованный элементием мечтодревесный посох
ForbiddenMagic:WandCores:1, Обитый террасталью деревянный жезл
ForbiddenMagic:WandCores:84, Пустотой окутанный §kАлхимический§r жезл
